year,fips,population,per_income,employment_total
1979,19049,29.044,9452,11.223
1980,19049,29.496,9974,11.204
1969,19051,8.326,3270,3.431
1970,19051,8.195,3525,3.527
1971,19051,8.243,3689,3.396
1972,19051,8.383,4304,3.412
1973,19051,8.439,5056,3.443
1974,19051,8.489,4632,3.514
1975,19051,8.587,5220,3.501
1976,19051,8.828,5510,3.581
1977,19051,9.164,5434,3.604
1978,19051,9.112,6516,3.61
1979,19051,9.194,7096,3.758
1980,19051,9.109,7419,3.689
1969,19053,9.826,2725,4.139
1970,19053,9.737,3038,4.424
1971,19053,9.732,3187,4.327
1972,19053,9.765,3569,4.346
1973,19053,9.613,4224,4.359
1974,19053,9.678,4121,4.34
1975,19053,9.857,4444,4.131
1976,19053,9.857,4924,4.265
1977,19053,9.978,4876,4.289
1978,19053,9.825,6118,4.243
1979,19053,9.806,5898,4.331
1980,19053,9.789,6149,4.306
1969,19055,18.855,2936,6.866
1970,19055,18.711,3193,6.752
1971,19055,18.411,3321,6.806
1972,19055,18.779,3836,6.883
1973,19055,18.846,4766,7.158
1974,19055,18.688,4984,7.232
1975,19055,18.906,5981,7.401
1976,19055,18.875,5617,7.794
1977,19055,18.77,6227,7.904
1978,19055,18.786,7676,8.071
1979,19055,18.709,7713,8.432
1980,19055,18.925,7245,8.148
1969,19057,47.289,4319,30.363
1970,19057,46.825,4339,27.546
1971,19057,46.391,4525,26.212
1972,19057,45.532,4906,26.466
